Latitude [°],Longitude [°],Was cleaned,Access type,Distance from the road [m],Location type,Waste area [m²],Waste volume [m³],Organic waste [%],Construction waste [%],Mixed/non-recyclable waste [%],Bulky waste [%],Tires [%],Motor vehicles [%],Hazardous/toxic waste [%],Asbestos panels [%],Barrels with hazardous/unknown liquid,Waste partially buried?,Importance assessment,IRSOP,Duty of Slovenia Forest Service,Entry creation date,Last modification date,Geopedia URL,ID,Name,Description/quantity of hazardous waste,Municipality,Land registry property ID
continuous,continuous,0 1,Inaccessible Off-road On\ foot Private\ car Unsafe\ access,continuous,Basin Plane Slope,continuous,continuous,0 1 2 3 4 5 6 8 9 10 14 15 16 18 19 20 25 27 30 33 34 35 37 38 40 43 44 45 47 48 49 50 53 54 55 58 59 60 62 65 66 67 68 70 73 74 75 78 79 80 83 84 85 88 90 92 93 94 95 96 97 98 99 100,continuous,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 29 30 33 34 35 38 40 43 45 48 49 50 53 55 59 60 61 62 65 68 69 70 73 75 77 80 83 84 85 89 90 93 94 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 20 22 23 24 25 29 30 33 34 35 38 39 40 44 45 49 50 54 55 59 60 63 65 66 67 69 70 71 72 74 75 77 78 79 80 82 84 85 89 90 92 93 94 95 96 98 99 100,0 1 2 3 4 5 7 10 11 15 20 25 30 40 50 60 65 70 75 80 90 95 100,0 1 5 10 15 20 25 30 35 40 50 60 70 75 80 85 90 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 23 25 30 33 35 37 40 45 49 50 55 57 60 65 67 69 70 75 80 85 90 93 94 95 99 100,0 1 2 3 4 5 6 8 10 12 15 20 23 25 30 33 35 40 50 55 60 67 70 75 80 85 90 95 98 99 100,0 1,0 1,continuous,Celje Koper Kranj Ljubljana Maribor Murska\ Sobota Nova\ Gorica Novo\ Mesto Novo\ mesto,0 1,time,time,string,continuous,string,string,string,string
,,,,,,,,,,,,,,,,,,,,,,,meta,meta,meta,meta,meta,meta
45.8511490043,13.8428609802,0,Private car,5.0,Slope,6.0,10.0,,,,100,,,,,0,0,4.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F730,730.0,,zapuščen avtomobil na travniku blizu ceste,Ajdovščina,2218-1870/1
46.1351628204,14.4837338451,0,Off-road,1.0,Plane,30.0,10.0,,60.0,,20,,,20,,0,0,5.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F731,731.0,,vglavnem gradbeni odpadki in ebalaža - verjetno od gradbene prenove<br/>podov - raztreseno ob cesti in potoku,Ljubljana,762-334/1
45.6234187154,13.9529677336,0,Private car,50.0,Plane,50.0,10.0,,,,100,,,,,0,0,4.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F732,732.0,,,Hrpelje-Kozina,1415-1130/97
45.6370572951,13.962539171,1,Private car,100.0,Plane,50.0,2.0,,50.0,30,20,,,,,0,0,1.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F733,733.0,,,Hrpelje-Kozina,1415-2414/59
45.6166800171,13.9452459206,1,Private car,50.0,Plane,50.0,10.0,,,50,50,,,,,0,0,4.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F734,734.0,,,Hrpelje-Kozina,1415-1102/99
45.5773074902,13.9955709628,1,Private car,430.0,Basin,500.0,500.0,20,20.0,20,40,,,,,0,0,39.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F735,735.0,,,Hrpelje-Kozina,2379-1584/23
45.5808412388,14.0045290953,1,Private car,60.0,Plane,1000.0,,20,20.0,20,40,,,,,0,0,,Koper,,2010-03-04,2011-03-14,http://www.geopedia.si/?params=T1199_L6357_F736,736.0,,,Hrpelje-Kozina,2379-244/94
46.0853913444,14.5548372756,0,On foot,0.0,Plane,100.0,100.0,0,95.0,0,0,5,0,0,,0,0,17.0,Ljubljana,0,2010-03-28,2015-03-27,http://www.geopedia.si/?params=T1199_L6357_F7782,7782.0,,,Ljubljana,2191-2636
45.5717357987,14.0129153237,1,Private car,20.0,Plane,30.0,,,,50,50,,,,,0,0,,Koper,,2010-04-18,2011-03-14,http://www.geopedia.si/?params=T1199_L6357_F737,737.0,,,Hrpelje-Kozina,2183-52/1
45.5664757538,14.037629935,1,Private car,50.0,Basin,700.0,250.0,30,10.0,20,35,,,5,,0,0,32.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F738,738.0,,,Hrpelje-Kozina,2320-1557/1
45.5483064629,14.0889876864,0,Private car,50.0,Plane,4000.0,500.0,20,50.0,30,,,,,,0,0,43.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F739,739.0,,,Hrpelje-Kozina,1457-74/22
45.5333883847,14.0868727859,1,Private car,20.0,Slope,1000.0,100.0,20,20.0,20,30,,,10,,0,0,24.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F740,740.0,,,Hrpelje-Kozina,1457-1682/5
45.5161926793,14.0397034416,1,Private car,100.0,Basin,200.0,100.0,20,10.0,30,30,,,10,,0,0,24.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F741,741.0,,,Hrpelje-Kozina,2190-960/161
45.5905271596,14.0385902891,1,Private car,20.0,Plane,100.0,,50,,,50,,,,,0,0,,Koper,,2010-04-18,2011-03-14,http://www.geopedia.si/?params=T1199_L6357_F742,742.0,,,Hrpelje-Kozina,2183-773/353
45.6014479192,14.0382243041,1,Private car,5.0,Slope,100.0,25.0,30,10.0,30,30,,,,,0,0,9.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F743,743.0,,,Hrpelje-Kozina,1739-3317/1
45.5578712899,14.0288746546,1,Private car,340.0,Basin,471.0,500.0,20,20.0,20,30,,,10,,0,0,68.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F744,744.0,,,Hrpelje-Kozina,2288-1768/98
45.8477627203,13.7895887585,0,Unsafe access,5.0,Basin,500.0,25.0,,,50,40,,,,10,0,0,13.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F745,745.0,,"pnevmatike, salonitke",Nova Gorica,2144-4921/5
45.8506562075,13.7926290999,1,Private car,10.0,Slope,5.0,10.0,,,50,50,,,,,0,0,4.0,Nova Gorica,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F746,746.0,,,Nova Gorica,2144-69
45.8142405923,15.1292083784,0,Off-road,100.0,Plane,3.0,1.0,,,,100,,,,,0,0,1.0,Novo Mesto,0,2012-02-20,2012-02-20,http://www.geopedia.si/?params=T1199_L6357_F16200,16200.0,ob adriji,,Novo mesto,590-433/35
46.3316409364,14.9581053766,0,Private car,5.0,Plane,20.0,2.0,5,,80,15,,,,,0,0,2.0,Celje,0,2010-04-18,2011-04-19,http://www.geopedia.si/?params=T1199_L6357_F749,749.0,,razpršeno po travniku,Mozirje,1663-692/2
46.4405483646,15.20750383,0,Private car,5.0,Slope,250.0,50.0,5,,,,,,95,,0,0,25.0,Celje,0,2010-03-31,2011-04-03,http://www.geopedia.si/?params=T1199_L6357_F750,750.0,,"Na navedeni lokaciji ob kmetiji na naslovu Tolsti vrh pri Mislinji 3, Mislinja, je večje število odsluženih osebnih in tovornih vozil, katera še vednovsebujejo nevarne tekočine (olje, nafta, bencin,..). Odlagališče je na zasebnemzemljišču in lastnik ni zainteresiran za čiščenje.",Mislinja,2029-877
46.0132160329,14.8882515374,0,Private car,10.0,Slope,1000.0,10.0,,,,100,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F751,751.0,,,Šmartno pri Litiji,1109-732/15
46.470678073,15.7027954211,1,Private car,1.0,Plane,100.0,25.0,5,40.0,20,15,,,15,5,0,0,15.0,Maribor,0,2010-03-28,2017-02-16,http://www.geopedia.si/?params=T1199_L6357_F753,753.0,,"Nevarni odpadki: - salonitne plošče (cca 1 kub. m), pnevmatike (10-20), deliavtomobila (ogrodje), plastenke za barvo, motorno olje,..<img alt="""" src=""image/get/24227?w=100&amp;h=100&amp;pediaSid=8e5223d866c95f1475865f09e177d365439902ba9b4e86c3f338540f1e2cb5b1""/><img alt="""" src=""image/get/24226?w=100&amp;h=100&amp;pediaSid=8e5223d866c95f1475865f09e177d365439902ba9b4e86c3f338540f1e2cb5b1""/><img alt="""" src=""image/get/24225?w=100&amp;h=100&amp;pediaSid=8e5223d866c95f1475865f09e177d365439902ba9b4e86c3f338540f1e2cb5b1""/><img alt="""" src=""image/get/24224?w=100&amp;h=100&amp;pediaSid=8e5223d866c95f1475865f09e177d365439902ba9b4e86c3f338540f1e2cb5b1""/>",Miklavž na Dravskem polju,2095-643
45.6488529219,14.2554398437,0,Off-road,15.0,Plane,2.0,25.0,,,,,,,100,,0,0,14.0,Koper,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F754,754.0,,"Na sliki je z polivinilom in mrhovino zapolnjeno brezno(vhod v kraško jamo).Jama je globoka cca 15 m. Nahaja se na vodovarstvenem območju v bližini naseljaZagorje, občina Pivka",Pivka,1575-2239/2
45.8832478049,13.5966603409,1,Off-road,300.0,Slope,30.0,25.0,100,,,,,,,,0,0,4.0,Nova Gorica,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F755,755.0,,,Miren-Kostanjevica,1505-452/1
46.4241345656,14.1003565328,0,Private car,5.0,Slope,25.0,1.0,,,90,10,,,,,0,0,1.0,Kranj,0,2010-04-18,2012-07-09,http://www.geopedia.si/?params=T1199_L6357_F764,764.0,,Nekaj velikih modrih vreč za odpadke - vsebina je v bistvu neznana.,Jesenice,175-715/6
45.8129144263,13.8777771895,0,Off-road,150.0,Slope,200.0,500.0,30,20.0,20,30,,,,,0,0,32.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F756,756.0,,,Komen,2241-305/5
45.8453031144,13.632209472,1,Off-road,100.0,Plane,100.0,25.0,60,15.0,5,,,,20,,0,0,,Nova Gorica,0,2010-03-28,2011-04-16,http://www.geopedia.si/?params=T1199_L6357_F757,757.0,,"PVC embalaža, karoserija OA",Miren-Kostanjevica,708-2378/1
45.8349022105,13.748431522,0,Private car,100.0,Basin,71.0,25.0,,50.0,,50,,,,,0,0,6.0,Koper,0,2010-04-04,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F758,758.0,,,Komen,2232-397
45.8920300599,13.644386362,1,Off-road,10.0,Plane,100.0,50.0,20,40.0,10,10,,,,20,0,0,18.0,Nova Gorica,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F759,759.0,,salonitne plošče,Miren-Kostanjevica,2577-300/3
45.9184023373,13.6680836694,0,Off-road,5.0,Plane,30.0,25.0,50,20.0,10,,,,20,,0,0,8.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F760,760.0,,"PVC embalaža, karoserija OA",Šempeter-Vrtojba,1868-1338/4
45.7072208882,13.8601803558,0,Private car,150.0,Plane,100.0,25.0,,,,100,,,,,0,0,6.0,Koper,0,2010-04-18,2011-04-15,http://www.geopedia.si/?params=T1199_L6357_F761,761.0,,,Sežana,1765-6341/5
45.9225376171,13.6623764042,0,Private car,30.0,Slope,10.0,2.0,,10.0,80,,,,10,,0,0,2.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F762,762.0,,PVC embalaža,Šempeter-Vrtojba,1868-1061
45.9241154062,13.6435662663,0,Private car,10.0,Plane,200.0,25.0,,50.0,10,20,,,,20,0,0,11.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F763,763.0,,salonitne plošče,Šempeter-Vrtojba,1868-481/3
46.4175216185,14.1037695336,0,On foot,50.0,Slope,20.0,1.0,,,100,,,,,,0,0,1.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F765,765.0,,,Jesenice,175-561/6
46.4177741395,14.1061460132,0,On foot,100.0,Slope,10.0,10.0,,100.0,,,,,,,0,0,1.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F766,766.0,,,Jesenice,175-566/3
46.5694877087,15.6106682431,0,Private car,20.0,Slope,6.0,10.0,20,20.0,20,40,,,,,0,0,6.0,Maribor,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F767,767.0,,j,Maribor,2112-81/27
45.6433469481,14.0461538785,1,Private car,600.0,Slope,600.0,25.0,,,50,50,,,,,0,0,6.0,Koper,0,2010-03-28,2015-10-27,http://www.geopedia.si/?params=T1199_L6357_F768,768.0,,,Divača,650-161/124
45.992341417,13.597067757,0,Off-road,500.0,Plane,2.0,2.0,,,,,,,100,,0,0,4.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F769,769.0,,Del karoserije OA,Brda,1061-2921/1
46.5852244061,15.6464159735,0,Private car,10.0,Slope,150.0,25.0,,,50,50,,,,,0,0,7.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F770,770.0,,iz smeri treh ribnikov v smeri vinarje št 80,Maribor,444-288/3
45.6438552393,14.0488392343,1,Private car,400.0,Basin,10.0,10.0,,,,100,,,,,0,0,4.0,Koper,0,2010-03-28,2015-10-27,http://www.geopedia.si/?params=T1199_L6357_F771,771.0,,,Divača,650-161/68
45.9964387488,13.5834863572,0,Off-road,100.0,Basin,80.0,25.0,,,,20,,,80,,0,0,16.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F772,772.0,,"Karoserija OA, hladilnik, pnevmatike, kovinska peč",Brda,1061-1013
46.561040977,15.6745233166,0,Private car,10.0,Plane,600.0,25.0,,20.0,20,20,,,40,,0,0,17.0,Maribor,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F773,773.0,,"med elektrarno v m,elju  do malečniškega mostu",Maribor,465-270/20
46.7232536773,16.3036731588,0,Off-road,500.0,Slope,800.0,100.0,10,0.0,60,29,,,1,,0,0,20.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1525,1525.0,,"170 kg azbestne kritine, 5 kg avtomobilske plastike in avtomobilskegastekla,  5 kg nevarne embalaže, 1 kg sprejev, 2 kom gum s platišči in 20 kom gumbrez platišča",Moravske Toplice,1495-4656
46.0638335473,13.5706990865,0,Off-road,20.0,Basin,20.0,2.0,,10.0,,30,,,60,,0,0,6.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F775,775.0,,"Motorno kolo, pnevmatike, bela tehnika",Kanal,611-2039
45.8539108358,15.3490404881,0,Off-road,200.0,Plane,400.0,50.0,40,40.0,20,,,,,,0,0,7.0,Novo Mesto,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F776,776.0,,"GUME, AVTOMOBILSKA PLASTIKA IN DRUGO",Šentjernej,1524-4910
45.6421110956,14.0555265295,1,Private car,350.0,Slope,500.0,500.0,,40.0,20,30,,,10,,0,0,56.0,Koper,0,2010-03-28,2015-10-27,http://www.geopedia.si/?params=T1199_L6357_F777,777.0,,,Divača,650-161/108
46.5593915691,15.6689075944,0,Private car,0.0,Plane,3.0,10.0,,,,100,,,,,0,0,4.0,Maribor,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F778,778.0,,na naslovu in meljskas c. 75,Maribor,466-273/1
46.0507658715,13.587809636,0,Private car,10.0,Plane,200.0,50.0,,,,10,,,80,10,0,0,28.0,Nova Gorica,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F779,779.0,,"pnevmatike, karoserije OA, pralni stroji, palete, salonitke.",Kanal,611-405/2
46.5611745988,15.6639861958,0,Private car,0.0,Plane,3.0,10.0,,,,100,,,,,0,0,4.0,Maribor,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F780,780.0,,"nahaja  na naslovu kremplova ulica 003, maribor",Maribor,466-721
46.5317587717,15.7184961286,0,Private car,0.0,Plane,0.5,1.0,,,,100,,,,,0,0,1.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F781,781.0,,ob cesti ležijo pnevmatike,Maribor,454-512/32
46.1033105355,13.7238998916,0,Private car,2.0,Plane,2.0,1.0,,,,,,,,100,0,0,1.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F782,782.0,,salonitne plošče,Kanal,2399-3155/60
46.1078095624,13.7279613781,0,Private car,10.0,Basin,6.0,250.0,10,30.0,30,10,,,10,10,0,0,50.0,Nova Gorica,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F783,783.0,,"Odpadno vejevje, gradbeni material, salonitne plošče, azbest, plastika",Kanal,2399-4147/5
46.1035840696,13.6868871522,0,Private car,30.0,Basin,1000.0,25.0,,90.0,10,,,,,,0,0,7.0,Nova Gorica,0,2010-03-28,2011-05-16,http://www.geopedia.si/?params=T1199_L6357_F784,784.0,,"opeka, keramične ploščice, odpadki z vrtov, malta",Kanal,2400-1187
46.115666237,13.685979153,0,Private car,5.0,Plane,15.0,50.0,,,,,,,100,,0,0,24.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F785,785.0,,"pnevmatike, tovorno vozilo",Kanal,2400-1866/3
46.1375974292,13.6824547736,0,Off-road,5.0,Plane,10.0,1.0,,,20,,,,80,,0,0,2.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F786,786.0,,"drobne kovine, alu izolacija",Kanal,2400-2926/1
45.6262116543,14.0415199674,1,Off-road,400.0,Slope,20.0,10.0,,,,100,,,,,0,0,6.0,Koper,0,2010-03-28,2015-10-27,http://www.geopedia.si/?params=T1199_L6357_F787,787.0,,,Divača,653-1185
46.1466230471,13.683339735,0,Private car,1.0,Plane,5.0,2.0,,,,,,,,100,0,0,4.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F788,788.0,,salonitne plošče,Kanal,2400-3696
45.6304856502,14.0382920562,0,Off-road,500.0,Plane,5.0,1.0,,,,100,,,,,0,0,1.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F789,789.0,,,Divača,652-267/13
46.1117556384,13.686266158,0,On foot,1.0,Plane,200.0,100.0,30,30.0,30,0,,,,10,0,0,18.0,Nova Gorica,0,2010-03-28,2015-04-02,http://www.geopedia.si/?params=T1199_L6357_F790,790.0,,,Kanal,2400-1854/9
46.0324430832,13.5940767442,0,Private car,1.0,Plane,6.0,2.0,,,,,,,,100,0,0,5.0,Nova Gorica,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F791,791.0,,salonitne plošče,Kanal,611-827/1
45.6135016829,13.9143029455,1,On foot,30.0,Basin,20.0,50.0,20,,,80,,,,,0,0,11.0,Koper,0,2010-03-28,2015-04-02,http://www.geopedia.si/?params=T1199_L6357_F793,793.0,,"Naravni odpadki in kosovni odpadki (bela tehnika, pohištvo,...)",Hrpelje-Kozina,323-1339
45.6183230407,13.9065804002,1,On foot,10.0,Plane,1600.0,500.0,,100.0,,,,,,,0,0,12.0,Koper,0,2010-03-28,2015-04-02,http://www.geopedia.si/?params=T1199_L6357_F794,794.0,,gradbeni materiali,Hrpelje-Kozina,323-998/26
46.1465992955,13.7683750863,1,On foot,1.0,Plane,7.0,25.0,,,,,,,100,,0,0,12.0,Nova Gorica,0,2010-03-28,2015-04-02,http://www.geopedia.si/?params=T1199_L6357_F795,795.0,,Več karoserij OA,Tolmin,2394-614/221
46.1572785703,13.7758534376,1,On foot,1.0,Plane,6.0,10.0,,,,,,,100,,0,0,8.0,Nova Gorica,0,2010-03-28,2015-04-02,http://www.geopedia.si/?params=T1199_L6357_F796,796.0,,Kombinirano vozilo,Tolmin,2394-378/1
46.1602296803,13.8151241406,0,Private car,1.0,Plane,20.0,100.0,50,40.0,5,,,,,5,0,0,16.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F797,797.0,,"odlagališče različnega gradbenega materiala (salonitne plošče, opeka,beton,.)",Tolmin,2169-1170/1
46.1588705038,13.8185456224,0,Private car,1.0,Plane,30.0,25.0,95,5.0,,,,,,,0,0,4.0,Nova Gorica,0,2010-03-04,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F798,798.0,,Opeka,Tolmin,2169-1167/12
46.1574448487,13.8454419604,0,Private car,3.0,Plane,50.0,100.0,30,30.0,30,10,,,,,0,0,12.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F799,799.0,,"Odlagališče gradbenega materiala (beton, opeka), karton, PVC, žimnice,steklo, pnevmatike",Tolmin,2169-452/13
46.2055618066,13.9596886595,0,Private car,5.0,Plane,35.0,100.0,,,100,,,,,,0,0,12.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F800,800.0,,"Odpadna plastika, PVC vrečke",Tolmin,1119-842/8
45.9431732364,15.528241037,0,Private car,50.0,Plane,60000.0,25.0,,,20,10,,,70,,0,0,18.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F802,802.0,,,Krško,2092-1179/65
46.4430232635,14.026173322,1,Private car,2.0,Basin,250.0,10.0,,,100,,,,,,0,0,4.0,Kranj,0,2010-02-27,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F803,803.0,,,Jesenice,2326-543/47
46.4053283679,14.1092236285,1,Private car,2.0,Basin,5.0,2.0,,,100,,,,,,0,0,1.0,Kranj,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F804,804.0,,,Jesenice,173-640/2
45.8646315848,15.4899925485,1,Private car,14.0,Plane,100.0,25.0,,,,30,,,70,,0,0,16.0,Novo Mesto,0,2010-03-28,2015-01-29,http://www.geopedia.si/?params=T1199_L6357_F805,805.0,,"ČOLN, GUME, GOSPODARSKI APARATI",Krško,1410-2657/1
45.828260301,15.4156021118,0,Off-road,20.0,Plane,200.0,50.0,10,5.0,,,,,90,,0,0,25.0,Novo mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F807,807.0,,"kamijon, delovni stroj, 4 x prikolica",Kostanjevica na Krki,1933-395
45.9383249021,15.4874301016,1,Private car,50.0,Plane,5.0,2.0,,,80,,,,20,,0,0,3.0,Novo Mesto,0,2010-04-04,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F808,808.0,,"Mimo tabuja ( za trgovino Spar) po pobočju) steklovina, plastični zabojiavtomobilske gume",Krško,2102-1067/126
45.930186137,15.4927615206,1,Off-road,100.0,Plane,12.0,10.0,20,20.0,20,20,,,20,,0,0,8.0,Novo Mesto,0,2010-03-28,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F809,809.0,,"gospodinski aparati, pohištvo, cunje",Krško,2102-1064/2
45.5482349965,14.0890528745,0,Private car,50.0,Plane,1000.0,250.0,10,70.0,10,10,,,,,0,0,20.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F812,812.0,,,Hrpelje-Kozina,1457-74/22
45.5846628421,13.9858157229,1,Private car,10.0,Plane,20.0,10.0,,80.0,,,,,20,,0,0,5.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F813,813.0,,,Hrpelje-Kozina,2379-1267
45.5927567135,13.9291220157,1,Private car,5.0,Plane,100.0,25.0,,,,100,,,,,0,0,6.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F814,814.0,,v grmovju ob makadamskem izogibališču,Hrpelje-Kozina,1081-6160/1
46.211711437,13.9671282884,0,Private car,5.0,Plane,4.0,10.0,,,,,,,100,,0,0,8.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F816,816.0,,poškodovan-zapuščen osebni avtomobil,Tolmin,1119-1077/7
46.0863954924,13.6343953183,0,Private car,10.0,Plane,8.0,10.0,,,,,,,100,,0,0,10.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F817,817.0,,Avtomobilska karoserija,Kanal,1263-503/6
46.2095503154,13.9729228656,0,Private car,15.0,Plane,5.0,10.0,,,,,,,100,,0,0,10.0,Nova Gorica,0,2010-03-05,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F818,818.0,,zapuščeno vozilo,Tolmin,1119-918/2
46.2184175826,13.9754794852,0,Private car,3.0,Plane,20.0,25.0,,100.0,,,,,,,0,0,4.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F819,819.0,,zapuščen kovinski kontejner,Tolmin,1119-216/3
46.0452841167,13.8209309315,0,Private car,1.0,Plane,70.0,100.0,,,99,,,,1,,0,0,16.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F820,820.0,,"zapuščen delovni stroj bager, smeti (karton, papir",Tolmin,2399-976/8
46.0264084115,13.8421670708,0,Private car,10.0,Plane,20.0,50.0,,,,,,,100,,0,0,24.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F821,821.0,,"Karoserija OA, deli strojev",Tolmin,2399-167/1
46.0686235543,13.8183011282,0,Private car,1.0,Plane,10.0,25.0,,,,,,,100,,0,0,12.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F822,822.0,,2 zapuščena motorna vozila,Tolmin,2399-590/1
45.8839095949,15.3181530733,1,Private car,2.0,Plane,16.0,1.0,,,100,,,,,,0,0,,Novo Mesto,0,2010-04-03,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F823,823.0,,"PVC ZABOJNIKI, PNEVMATIKE",Škocjan,2181-1447
45.885319971,15.3253503527,1,Off-road,250.0,Plane,4.0,1.0,,,,100,,,,,0,0,,Novo Mesto,0,2010-04-03,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F824,824.0,,HLADILNIKI,Škocjan,2181-1506
45.8836911128,15.3254439126,1,Off-road,350.0,Plane,4.0,1.0,,,,100,,,,,0,0,,Novo Mesto,0,2010-04-03,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F826,826.0,,"SEDEŽNA GARNITURA, OTOŠKI VOZIČEK",Škocjan,2181-1511
45.8850806969,15.3240605692,0,Off-road,300.0,Plane,10.0,1.0,,,80,20,,,,,0,0,1.0,Novo Mesto,0,2010-04-03,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F827,827.0,,,Škocjan,2181-1514
45.8836266597,15.3227895291,0,Off-road,400.0,Plane,6.0,1.0,,,50,50,,,,,0,0,1.0,Novo Mesto,0,2010-04-03,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F828,828.0,,,Škocjan,2181-1518
